evidence_index,evidence_id,original_filename,repository_path,sha256,description
11,P4-SETUP-011,Screenshot 2026-07-30 155701.png,screenshots/01-safety-and-baseline/P4-SETUP-011.png,c98de727d835adf4c99e18b76146f29eac458f7b14ec27fda9eaa30874a2f597,LimaCharlie sensor shown online in the console.
12,P4-SETUP-012,Screenshot 2026-07-30 161003.png,screenshots/01-safety-and-baseline/P4-SETUP-012.png,7fb55b09fe719143e835845db23768d1bafb36f915810ae2ad0b7b03392da23c,"Ubuntu security services active, including Wazuh, Nginx, and Suricata."
13,P4-SETUP-013,Screenshot 2026-07-30 161526.png,screenshots/01-safety-and-baseline/P4-SETUP-013.png,87644efa30e4c2c866a4b788b2237872fead135242cacd0dcc84c99c659acad0,Suricata configuration validation completed successfully.
14,P4-SETUP-014,Screenshot 2026-07-30 161547.png,screenshots/01-safety-and-baseline/P4-SETUP-014.png,aafbd7ee27312f81c775c64bee1dab964377df5916ce99ae1354593e21fe57d1,Nginx listening on TCP ports 80 and 443.
15,P4-SETUP-015,Screenshot 2026-07-30 163346.png,screenshots/01-safety-and-baseline/P4-SETUP-015.png,962dd3086b6ef300f0a8f49a2fc3132b92866d250c0a71ae7a2846674c13a4b5,USER-to-DMZ HTTP connectivity succeeded on TCP 80.
16,P4-SETUP-016,Screenshot 2026-07-30 163544.png,screenshots/01-safety-and-baseline/P4-SETUP-016.png,6821155fe8804eca363e238c30ee18e4a025dd19849e1f677188763099051073,USER-to-DMZ administrative access test to TCP 22 failed as expected.
17,P4-SETUP-017,Screenshot 2026-07-30 164043.png,screenshots/01-safety-and-baseline/P4-SETUP-017.png,ba508f5afadd2cc6a84b31c0c65e5db96b59637c4d1a031df4d4d7a92b3dfa74,Invoke-AtomicTest PowerShell module version 2.3.0 available.
18,P4-SETUP-018,Screenshot 2026-07-30 164221.png,screenshots/01-safety-and-baseline/P4-SETUP-018.png,c281764c32d119f5c01b27e4eec04d25b2bd3b0a18dc3846d6f38c78517fc5a8,Atomic Red Team installation command and selected installation path.
19,P4-SETUP-019,Screenshot 2026-07-30 164252.png,screenshots/01-safety-and-baseline/P4-SETUP-019.png,19b95ed85f6f6baef0b98fa17f71bc525727a39002266c94458cf427ebf64a69,Selected T1016 Atomic Red Team test definitions visible.
20,P4-SETUP-020,Screenshot 2026-07-30 164328.png,screenshots/01-safety-and-baseline/P4-SETUP-020.png,cd19b9d0920ac2fa20d74d04757d629c1b560c053249ef10a0e009bf50c6c965,Atomic Red Team technique folders present on the endpoint.
21,P4-EXEC-001,Screenshot 2026-07-30 210202.png,screenshots/02-endpoint-execution/P4-EXEC-001.png,ba4cf02e67f6e8c096766bd0b24015191ec59eb7fc9f19361f54d93deb20adb0,Benign encoded PowerShell command generated for P4-EXEC-01.
22,P4-EXEC-002,Screenshot 2026-07-30 210242.png,screenshots/02-endpoint-execution/P4-EXEC-002.png,8c806bc821c565c7993fd9e31cf6c189025de371cdf29739eeafce5471e64823,Encoded PowerShell process and command-line telemetry on the endpoint.
23,P4-EXEC-003,Screenshot 2026-07-30 210340.png,screenshots/02-endpoint-execution/P4-EXEC-003.png,0655532f7cdefa706c54f8f38a7d2964b170dd663e77b912dbce2cc726d5eb9b,LimaCharlie timeline event for encoded PowerShell execution.
24,P4-EXEC-004,Screenshot 2026-07-30 210410.png,screenshots/02-endpoint-execution/P4-EXEC-004.png,c68aec33bee2f52d91537bc7b7c081b9abb5bb22033a15c5e7e086277c8a60ce,LimaCharlie document details for the encoded PowerShell process.
25,P4-EXEC-005,Screenshot 2026-07-30 210451.png,screenshots/02-endpoint-execution/P4-EXEC-005.png,85545bf35d66f7ac9924005dcbcad6d0b4c94029f9e7f5f3550cb7413dec9e40,Supporting screenshot from the 02 endpoint execution test sequence.
26,P4-EXEC-006,Screenshot 2026-07-30 210520.png,screenshots/02-endpoint-execution/P4-EXEC-006.png,dd46a8e424a4a0a3bab6efb46dffc137216cb2d745a97fcbdf39372b8d675158,Supporting screenshot from the 02 endpoint execution test sequence.
27,P4-EXEC-007,Screenshot 2026-07-30 210532.png,screenshots/02-endpoint-execution/P4-EXEC-007.png,f8d344edea1e1c463bad2514c6a8933e7d42d290b3e3bd84fc1eb4bf38284a02,"Wazuh rule 92057, level 12, mapped to T1059.001 for encoded PowerShell."
28,P4-EXEC-008,Screenshot 2026-07-30 211307.png,screenshots/02-endpoint-execution/P4-EXEC-008.png,bd3bcba41b6d2702284033fc48329a7a7475b297f0ce5155d194684016d816f9,Wazuh query used to locate encoded PowerShell events.
29,P4-EXEC-009,Screenshot 2026-07-30 211345.png,screenshots/02-endpoint-execution/P4-EXEC-009.png,70cd9764a89be2900affd01e26f624f4019e30a06de56671f77d88a75492cf83,PowerShell process verification after the controlled test.
30,P4-EXEC-010,Screenshot 2026-07-30 220731.png,screenshots/02-endpoint-execution/P4-EXEC-010.png,7d1cba64b52375c0af0b7c5734e872d26d50ab108ef3a19c12ae00efb3363c1a,Supporting screenshot from the 02 endpoint execution test sequence.
31,P4-EXEC-011,Screenshot 2026-07-30 220807.png,screenshots/02-endpoint-execution/P4-EXEC-011.png,2dd2a8ba87d6379c990f888c4b9b2b3123f451ac28bad31b945ef5b8d34cc568,Supporting screenshot from the 02 endpoint execution test sequence.
32,P4-EXEC-012,Screenshot 2026-07-30 220848.png,screenshots/02-endpoint-execution/P4-EXEC-012.png,abc2bc4c144d42a1525c4055946aea3d8e06693710471a5aee0c65177f240adb,Supporting screenshot from the 02 endpoint execution test sequence.
33,P4-DISC-001,Screenshot 2026-07-30 222346.png,screenshots/03-discovery/P4-DISC-001.png,eb3a5b0147a4c92f1c0df284b13a38a9976682b5c338e1b8ced425f0a424aab9,System information discovery command output.
34,P4-DISC-002,Screenshot 2026-07-30 222411.png,screenshots/03-discovery/P4-DISC-002.png,6f9a467bb3e81a0db3e8266c340bd98da85dfcfde17536eb6e3c60c14c1db27c,Supporting screenshot from the 03 discovery test sequence.
35,P4-DISC-003,Screenshot 2026-07-30 222425.png,screenshots/03-discovery/P4-DISC-003.png,8a1c0fe759e237cf95bcc60218ace9494232d48a10a54dd7a6a718633d9adf5a,Supporting screenshot from the 03 discovery test sequence.
36,P4-DISC-004,Screenshot 2026-07-30 222446.png,screenshots/03-discovery/P4-DISC-004.png,f66825de91d63d17961091178e47c2d9d5d76d19edf46d5d82af267e40f78bf8,Endpoint telemetry for system information discovery.
37,P4-DISC-005,Screenshot 2026-07-30 223052.png,screenshots/03-discovery/P4-DISC-005.png,ea1c8abcf26d0b78bea20d14bf2514526fd20b4f765ca1b415ecd67b99d5972c,Supporting screenshot from the 03 discovery test sequence.
38,P4-DISC-006,Screenshot 2026-07-30 223712.png,screenshots/03-discovery/P4-DISC-006.png,5df0ba8778630806b956208804b298a91547903335314c17bcf4432f64b2971f,PowerShell transcript started for discovery test evidence.
39,P4-DISC-007,Screenshot 2026-07-30 223802.png,screenshots/03-discovery/P4-DISC-007.png,2c8dd811fba74922132024901b42a1944d222d69fe82e1b0917a5a29219e3962,Invoke-AtomicTest execution for System Network Configuration Discovery.
40,P4-DISC-008,Screenshot 2026-07-30 223826.png,screenshots/03-discovery/P4-DISC-008.png,5a0141b19f5d2d4c4f072f832cb21c6fa970107aff77fce4d64cf42ba6cedecb,Atomic Red Team prerequisite check for T1016.
41,P4-DISC-009,Screenshot 2026-07-30 223903.png,screenshots/03-discovery/P4-DISC-009.png,af69b3ab099775923ffd9f302fa635b17c8181dcd6d93ec701c1a8db74467b7c,Controlled network configuration discovery output.
42,P4-DISC-010,Screenshot 2026-07-30 223919.png,screenshots/03-discovery/P4-DISC-010.png,ed6f5bdf4e9777a8ed322f0449ac3704d868aee356e2365fc35e0eaa48c9d8ca,Controlled route and network data output.
43,P4-DISC-011,Screenshot 2026-07-30 223934.png,screenshots/03-discovery/P4-DISC-011.png,b3295a7fa3a8b449f8bfbd1e04921af1f8c5e3f256b4961f57e12df839ab33ea,Controlled network discovery command completed.
44,P4-DISC-012,Screenshot 2026-07-30 223952.png,screenshots/03-discovery/P4-DISC-012.png,80919a96cab8807be79bde5d1c0b7a108988607922a0c06b15ccbec6573985ba,Supporting screenshot from the 03 discovery test sequence.
45,P4-DISC-013,Screenshot 2026-07-30 224003.png,screenshots/03-discovery/P4-DISC-013.png,5a027d6df355417a75098d5f0131ee2037b083a2d5fa34944fc2a7f57bae546b,Supporting screenshot from the 03 discovery test sequence.
46,P4-DISC-014,Screenshot 2026-07-30 224011.png,screenshots/03-discovery/P4-DISC-014.png,ae4816a189ff1a42511ff18e45b00da7797fb9d37b7c24ba25881eb29980630b,Supporting screenshot from the 03 discovery test sequence.
47,P4-DISC-015,Screenshot 2026-07-30 224023.png,screenshots/03-discovery/P4-DISC-015.png,42d7f0bb37587a856de5c718f2557bcf72cc3aaad1d6adf43f3420046702ee12,Supporting screenshot from the 03 discovery test sequence.
48,P4-DISC-016,Screenshot 2026-07-30 224042.png,screenshots/03-discovery/P4-DISC-016.png,eabc32e136ae1848df9a216a4cb61bb244a3943f41f813e8cff5387accfe74c2,Local Sysmon query for discovery command-line telemetry.
49,P4-DISC-017,Screenshot 2026-07-30 224134.png,screenshots/03-discovery/P4-DISC-017.png,864796091a3c9d4ab1bfb5de644aaaf9c707e92147e9f0ee37d782111fb60181,Supporting screenshot from the 03 discovery test sequence.
50,P4-DISC-018,Screenshot 2026-07-30 224150.png,screenshots/03-discovery/P4-DISC-018.png,b867ae586ca73b83c97efb4d341e2d78e52e25840a1b13cc19985c260511a098,Supporting screenshot from the 03 discovery test sequence.
51,P4-DISC-019,Screenshot 2026-07-30 224202.png,screenshots/03-discovery/P4-DISC-019.png,ceb63e7d1f09600827b23597470dfa158ddada4ee727ce1c1e3347990117e98d,Supporting screenshot from the 03 discovery test sequence.
52,P4-DISC-020,Screenshot 2026-07-30 224215.png,screenshots/03-discovery/P4-DISC-020.png,d9cae1e7ca770d83f684c3b1345e271aaf22786cd416e105869b875bd25f5c3a,Supporting screenshot from the 03 discovery test sequence.
53,P4-DISC-021,Screenshot 2026-07-30 224224.png,screenshots/03-discovery/P4-DISC-021.png,e523e665db1623107366f228a721d4e8a4acabe027a0c8e193c1cd98b62c3276,Wazuh rule 92032 mapping command activity to T1087 and T1059.003.
54,P4-DISC-022,Screenshot 2026-07-30 224238.png,screenshots/03-discovery/P4-DISC-022.png,654a15293a8de4ee7d5b0f46f87e113aca1e94dbd6663d77f8bff18c252dd9e1,Supporting screenshot from the 03 discovery test sequence.
55,P4-DISC-023,Screenshot 2026-07-30 224251.png,screenshots/03-discovery/P4-DISC-023.png,685a8555ab5033027ea9a33ec4eda384747028d068b230a125a49d9f8a6fb761,Supporting screenshot from the 03 discovery test sequence.
56,P4-DISC-024,Screenshot 2026-07-30 224302.png,screenshots/03-discovery/P4-DISC-024.png,6159b70c7fe3982a5a61a9986c184ff9b00911f85c1f53ad97bb9900cf499ed2,Supporting screenshot from the 03 discovery test sequence.
57,P4-DISC-025,Screenshot 2026-07-30 224314.png,screenshots/03-discovery/P4-DISC-025.png,84f6d4f0a17ae055fa45c3d2597d0e09cd1c0bec60d23a4478da2d2bba64fbb7,Supporting screenshot from the 03 discovery test sequence.
58,P4-DISC-026,Screenshot 2026-07-30 230318.png,screenshots/03-discovery/P4-DISC-026.png,f5bd391cc031ab6a2a25df29e38c2ef40a26555e923dd2534d2b20aa387c834a,Supporting screenshot from the 03 discovery test sequence.
59,P4-DISC-027,Screenshot 2026-07-30 230331.png,screenshots/03-discovery/P4-DISC-027.png,73a501c10ba8c4a69cd9eb949c8b303c483c1d6b3fccc3e64c9e6c7fdda3ff7c,Supporting screenshot from the 03 discovery test sequence.
60,P4-DISC-028,Screenshot 2026-07-30 230346.png,screenshots/03-discovery/P4-DISC-028.png,b08f2ae0c4337bda875185ca443088440364b7ecf10bd713e298b1f3a5313772,Supporting screenshot from the 03 discovery test sequence.
61,P4-DISC-029,Screenshot 2026-07-30 230402.png,screenshots/03-discovery/P4-DISC-029.png,55c2c3a3161347baab12351e35e38cafd365637ed0078e09c5ac9ef1e5abf68f,Supporting screenshot from the 03 discovery test sequence.
62,P4-DISC-030,Screenshot 2026-07-30 230409.png,screenshots/03-discovery/P4-DISC-030.png,344b3686c5ddec00e7a9400f7c0d7d7ad33ca9235b06e81c5d22ffcbb3475a39,Supporting screenshot from the 03 discovery test sequence.
63,P4-DISC-031,Screenshot 2026-07-30 232844.png,screenshots/03-discovery/P4-DISC-031.png,6589b987284c0d68faa766da59d175125ef56f2db31c5a0f86c7b33da1f81344,Wazuh query-console evidence for discovery events.
64,P4-DISC-032,Screenshot 2026-07-30 232930.png,screenshots/03-discovery/P4-DISC-032.png,c1f192e8c7fdb4dbac992d592aa35e639049889232770c682657e810d2b12ac2,Supporting screenshot from the 03 discovery test sequence.
65,P4-DISC-033,Screenshot 2026-07-30 233034.png,screenshots/03-discovery/P4-DISC-033.png,8cf447bca1f911efd2ed63daa7fcc471c61e16af7ea3102e88a251dfd7a4c7cd,Supporting screenshot from the 03 discovery test sequence.
66,P4-DISC-034,Screenshot 2026-07-30 233124.png,screenshots/03-discovery/P4-DISC-034.png,6945f69bba7822fe75d5f506784def067013c8ea2f11f7148fbde8dfbec05169,Supporting screenshot from the 03 discovery test sequence.
67,P4-DISC-035,Screenshot 2026-07-31 112359.png,screenshots/03-discovery/P4-DISC-035.png,ee6b169ff355a8925871adec494ab520f1f9fcd4978aeb84d6736897c857bb2b,LimaCharlie discovery-event timeline.
68,P4-DISC-036,Screenshot 2026-07-31 112408.png,screenshots/03-discovery/P4-DISC-036.png,21fbfaf04bf3580d74d6765f6561b671d9478eeb3035f04dc87a2ec3e57b01ea,Supporting screenshot from the 03 discovery test sequence.
69,P4-DISC-037,Screenshot 2026-07-31 112423.png,screenshots/03-discovery/P4-DISC-037.png,c1fa3146b18030a21b17c533e7ef7fcd39159f86379bfae37ac0e7203eb77f53,Supporting screenshot from the 03 discovery test sequence.
70,P4-DISC-038,Screenshot 2026-07-31 112428.png,screenshots/03-discovery/P4-DISC-038.png,52186ef96841123331ba822c78cf6fffad3f6fadb40577e694e75791110d97ff,"Wazuh custom rule 100140, level 8, mapped to T1016."
71,P4-DISC-039,Screenshot 2026-07-31 144939.png,screenshots/03-discovery/P4-DISC-039.png,5034ba587cd4ee49e4f8289aa99e88e6ced2163530d0e1f57a1833c0d81d87b7,Get-NetTCPConnection output for network connection discovery.
72,P4-DISC-040,Screenshot 2026-07-31 145032.png,screenshots/03-discovery/P4-DISC-040.png,2328cdd27a02c40081437965009117e2f565436e78d772b3ca92796901fa5c3d,Supporting screenshot from the 03 discovery test sequence.
73,P4-DISC-041,Screenshot 2026-07-31 145044.png,screenshots/03-discovery/P4-DISC-041.png,0b3d3d3e8fa525f6f30622503951b0d6873bd03af30966aaf439aa1fba497ddd,Local process telemetry for the discovery command.
74,P4-DISC-042,Screenshot 2026-07-31 150332.png,screenshots/03-discovery/P4-DISC-042.png,65921980e4866bef3f760e4f6c50dbcc7881fce2f46d0c104e127c1775f1685d,LimaCharlie timeline showing repeated discovery commands.
75,P4-DISC-043,Screenshot 2026-07-31 150341.png,screenshots/03-discovery/P4-DISC-043.png,365091aab9c84aebb84889c89e550bb9a4f5a023b35bb0a99ef4640a54a707cb,Supporting screenshot from the 03 discovery test sequence.
76,P4-DISC-044,Screenshot 2026-07-31 150350.png,screenshots/03-discovery/P4-DISC-044.png,d7114cd42bea658691a73d6e04eb683363b85738c088ac39ff78425ff0ba8dfa,Supporting screenshot from the 03 discovery test sequence.
77,P4-DISC-045,Screenshot 2026-07-31 150402.png,screenshots/03-discovery/P4-DISC-045.png,f8dd3daf9b1b1659fccd1c8d3606f9b3c92bb53df1e703344ee6780b27f0599c,Supporting screenshot from the 03 discovery test sequence.
78,P4-DISC-046,Screenshot 2026-07-31 150410.png,screenshots/03-discovery/P4-DISC-046.png,bdba98998b31dab9e2fc533f890d93d47b5ed9cb158a0c8fe751833d688c0a21,Wazuh custom rule 100140 metadata and ATT&CK mapping.
79,P4-DISC-047,Screenshot 2026-07-31 150727.png,screenshots/03-discovery/P4-DISC-047.png,a2f923e65084cc515a099ada41e59aa429bf88ae58538b97a6f7fb826398537e,Wazuh query-console evidence for network discovery.
80,P4-DISC-048,Screenshot 2026-07-31 151236.png,screenshots/03-discovery/P4-DISC-048.png,35d426015fca4080e154dff198c2c809e95cc088653d1c42f2425d54a68a3a87,Controlled net accounts command used for account/policy discovery.
81,P4-AUTH-001,Screenshot 2026-07-31 151247.png,screenshots/04-authentication/P4-AUTH-001.png,030bec629bdac035297fdde372dac6914a25046d3dcd8fe89ae37e9a696e9f1f,Temporary P4-LabUser account created for authentication testing.
82,P4-AUTH-002,Screenshot 2026-07-31 151318.png,screenshots/04-authentication/P4-AUTH-002.png,53d7a8a1c345e49e12b826e91e20d121a7b0f5ef7e50c8d174097516655ad7df,Repeated wrong-password attempts generated with a controlled loop.
83,P4-AUTH-003,Screenshot 2026-07-31 151336.png,screenshots/04-authentication/P4-AUTH-003.png,5787b044dfd6eaf3d8007e057dcf3fc6b836c6d83135a1cf4372ee740d94f6e0,Supporting screenshot from the 04 authentication test sequence.
84,P4-AUTH-004,Screenshot 2026-07-31 151352.png,screenshots/04-authentication/P4-AUTH-004.png,a0f14134cf4b31078bfc0226a3d13db5a994b3569e0a3ec1dd7f1e9f11a221c8,Supporting screenshot from the 04 authentication test sequence.
85,P4-AUTH-005,Screenshot 2026-07-31 152214.png,screenshots/04-authentication/P4-AUTH-005.png,bf0cde34f09d2b093fbcdfad86c077f3a4806e159744b4c43de434a3b827b827,Wazuh dashboard showing multiple authentication failure events.
86,P4-AUTH-006,Screenshot 2026-07-31 152228.png,screenshots/04-authentication/P4-AUTH-006.png,b9799a24fdcef4fb31ade28565845a99e5d9cd881fdd573037f099317434f70c,Expanded Wazuh event details for a failed logon.
87,P4-AUTH-007,Screenshot 2026-07-31 152249.png,screenshots/04-authentication/P4-AUTH-007.png,946caef7e713d61e50331706d8aada9dc192b58021ba4da1de7ba6b9be3ffd17,Supporting screenshot from the 04 authentication test sequence.
88,P4-AUTH-008,Screenshot 2026-07-31 152301.png,screenshots/04-authentication/P4-AUTH-008.png,b3a9b85b544c556ca0535dee3d2c0cd1a6c6d24ecf35015a0d4ff7116662b99f,Supporting screenshot from the 04 authentication test sequence.
89,P4-AUTH-009,Screenshot 2026-07-31 153136.png,screenshots/04-authentication/P4-AUTH-009.png,19b0dc4aab05c578b6e23354658d1b390bb31cd0320716621ab33b096ffde005,Controlled successful authentication used to validate the recovery path.
90,P4-AUTH-010,Screenshot 2026-07-31 153214.png,screenshots/04-authentication/P4-AUTH-010.png,522402d7b9ef7cab8eac5f8cfe0009693f9944a4b0a84f170e214ef219d9fa1a,Windows Security log evidence for the authentication test.
91,P4-AUTH-011,Screenshot 2026-07-31 153226.png,screenshots/04-authentication/P4-AUTH-011.png,9e4b31d975fc5b89d16de700bc9b7af5457cc00cd93407053a3b8777ab82a366,Expanded Windows authentication event details.
92,P4-AUTH-012,Screenshot 2026-07-31 153423.png,screenshots/04-authentication/P4-AUTH-012.png,4d1b9fb114cd985d47c81d61b256ed186f1ef0083e67d81016adf8c699f4b4e5,Temporary network session and P4-LabUser account removed.
93,P4-FILE-001,Screenshot 2026-07-31 161231.png,screenshots/05-file-transfer/P4-FILE-001.png,a2aa0413938422ab1845b691c9420d75a5cc98415e5bc74140e29e13d48ea8f2,Harmless p4-safe.txt artifact created on the Ubuntu web server.
94,P4-FILE-002,Screenshot 2026-07-31 161342.png,screenshots/05-file-transfer/P4-FILE-002.png,7445e2ae41a036df8cf896818a66ed7f5d0b10b7e5febd560dd84e3b49bc1af1,curl.exe downloaded p4-safe.txt to C:\AtomicLab.
95,P4-FILE-003,Screenshot 2026-07-31 161410.png,screenshots/05-file-transfer/P4-FILE-003.png,862c4818e6a91ef5e9566bf1d3edd089095764e82b0415cae79316e52c65f20f,SHA-256 hash calculated for the harmless downloaded file.
96,P4-FILE-004,Screenshot 2026-07-31 161438.png,screenshots/05-file-transfer/P4-FILE-004.png,13d2c0a22d4810e95ad2e472840a71443d8249091617fb07d0993d6bd4f8313f,Endpoint process telemetry for the curl download.
97,P4-FILE-005,Screenshot 2026-07-31 161537.png,screenshots/05-file-transfer/P4-FILE-005.png,0ae27d2bc40b4e56e1311a6f35978013319373369853c46a942d2c05d9ab61b2,Sysmon Event ID 11 evidence for p4-safe.txt file creation.
98,P4-FILE-006,Screenshot 2026-07-31 161556.png,screenshots/05-file-transfer/P4-FILE-006.png,c0fb87babbc9223563b3255202459112de9d75483654e714b5fde7322f47033b,Wazuh dashboard event for the controlled file download.
99,P4-FILE-007,Screenshot 2026-07-31 161604.png,screenshots/05-file-transfer/P4-FILE-007.png,18e22131f720b42dd6ea42c1bccd897da9ee57e2c49c5264e09a2a722d48f96e,Supporting screenshot from the 05 file transfer test sequence.
100,P4-FILE-008,Screenshot 2026-07-31 161615.png,screenshots/05-file-transfer/P4-FILE-008.png,926daf1c33ac109d192a8d3d97f06027a28b2599df5e2f527d0e28a2e87e43d3,Supporting screenshot from the 05 file transfer test sequence.
101,P4-FILE-009,Screenshot 2026-07-31 161655.png,screenshots/05-file-transfer/P4-FILE-009.png,50e78fc561540d378db02c354eb3558ac395a4f94229b6f6b8976dc007f39a9a,Supporting screenshot from the 05 file transfer test sequence.
102,P4-FILE-010,Screenshot 2026-07-31 161723.png,screenshots/05-file-transfer/P4-FILE-010.png,91e85af81cfb70fdf104a8119bbb4ec0587ac58d289115e2ef5639931be86a17,Supporting screenshot from the 05 file transfer test sequence.
103,P4-FILE-011,Screenshot 2026-07-31 161734.png,screenshots/05-file-transfer/P4-FILE-011.png,5de681ef83134b80555cb69a598c9370e83c9fd005995af52a1cec001a997886,Supporting screenshot from the 05 file transfer test sequence.
104,P4-FILE-012,Screenshot 2026-07-31 161744.png,screenshots/05-file-transfer/P4-FILE-012.png,98f35d440bd547591890a1092c8f2fe900e833fe7d38c22f97cecf3d3d73a461,Supporting screenshot from the 05 file transfer test sequence.
105,P4-FILE-013,Screenshot 2026-07-31 161753.png,screenshots/05-file-transfer/P4-FILE-013.png,72cafc449378448efec11d10fc88ac21121df7fda38599306a89585faebd2099,"Wazuh custom rule 100150, level 8, mapped to T1105."
106,P4-FILE-014,Screenshot 2026-07-31 161903.png,screenshots/05-file-transfer/P4-FILE-014.png,9faf9587b47aa813e0fb2a9270b2f9e100b02837c95eaa694db4a2c2488022e4,Nginx access-log evidence for the controlled HTTP download.
107,P4-FILE-015,Screenshot 2026-07-31 163338.png,screenshots/05-file-transfer/P4-FILE-015.png,846eb1f7a845669bd26a59e1a690e86c3a805b8e2ee457f730657db793303039,Zeek conn.log evidence for the controlled transfer.
108,P4-FILE-016,Screenshot 2026-07-31 163521.png,screenshots/05-file-transfer/P4-FILE-016.png,a29c611c41a37f6d77c002ac7bba84af4d50306c60690f2c41537e5764714d16,Zeek http.log evidence for the controlled transfer.
109,P4-FILE-017,Screenshot 2026-07-31 163815.png,screenshots/05-file-transfer/P4-FILE-017.png,edd46c6f27d326ad53bde96e3e11d74401ff2e4501004eb4470aa81f1844ab31,Suricata live EVE output containing historical/noisy records.
110,P4-FILE-018,Screenshot 2026-07-31 163835.png,screenshots/05-file-transfer/P4-FILE-018.png,39ac78d64f4e3a59e99fe7d2b17b6df53e46d7627c569fcdb2652dea79d2c32f,Additional Suricata historical records used for false-positive analysis.
111,P4-FILE-019,Screenshot 2026-07-31 201239.png,screenshots/05-file-transfer/P4-FILE-019.png,dd2093ba612fb026702a5ab5ff54221026fe76425443e48e77d2d2166e147379,Server-side p4-safe.txt artifact removed.
112,P4-FILE-020,Screenshot 2026-07-31 201255.png,screenshots/05-file-transfer/P4-FILE-020.png,54d3f7ec9f667ae157c13932965c08cabc80944ffe205abb1d6cb6ee67979cc6,Endpoint p4-safe.txt artifact removed.
113,P4-NET-001,Screenshot 2026-07-31 230014.png,screenshots/06-network-validation/P4-NET-001.png,7e550aa7615c422f850ae9354c7aa58d185060993f5a7bdbb8de4897ac25b563,Zeek connection evidence for P4-NET-01 controlled service probing.
114,P4-NET-002,Screenshot 2026-07-31 230027.png,screenshots/06-network-validation/P4-NET-002.png,5f030556d16c6bb00517d4452f9dbf0280205e25e6274c4e6df9ba88f3af1cee,Unique service-port query for the controlled network test.
115,P4-NET-003,Screenshot 2026-07-31 230039.png,screenshots/06-network-validation/P4-NET-003.png,72a78f7cc45f772b52450f5e5b508679740378978646ff6a5473848b76f178f6,Count of observed relevant destination ports.
116,P4-NET-004,Screenshot 2026-07-31 230156.png,screenshots/06-network-validation/P4-NET-004.png,78b0a8ed3ab2fad061b145dcac977042f0a091fcfd26b85eaea6ecc968b64b26,Supporting screenshot from the 06 network validation test sequence.
117,P4-NET-005,Screenshot 2026-07-31 230414.png,screenshots/06-network-validation/P4-NET-005.png,9ee503055bbe92b78fda5a21581bd62123b0b4df096133012d6377302cb7b6b2,Python detector executed against the controlled Zeek log.
118,P4-NET-006,Screenshot 2026-07-31 230423.png,screenshots/06-network-validation/P4-NET-006.png,a01d8826759af303e4029242f836d69d1604ea8a0ae12c7d2e423b99f7cbb497,Low-activity detector result for the controlled service probe.
